0.000000E+000	 0.00
1.320000E-005	 0.00
1.334583E-005	 0.00
1.337083E-005	 1.20
1.346667E-005	 1.20
1.361250E-005	 1.20
1.363750E-005	 0.00
1.373333E-005	 0.00
1.387917E-005	 0.00
1.390417E-005	 1.20
1.401250E-005	 1.20
1.403750E-005	 0.00
1.414583E-005	 0.00
1.417083E-005	-1.20
1.426667E-005	-1.20
1.441250E-005	-1.20
1.443750E-005	 0.00
1.454583E-005	 0.00
1.457083E-005	 1.20
1.466667E-005	 1.20
1.480000E-005	 1.20
1.494583E-005	 1.20
1.497083E-005	 0.00
1.507917E-005	 0.00
1.510417E-005	-1.20
1.521250E-005	-1.20
1.523750E-005	 0.00
1.534583E-005	 0.00
1.537083E-005	 1.20
1.547917E-005	 1.20
1.550417E-005	 0.00
1.561250E-005	 0.00
1.563750E-005	 1.20
1.573333E-005	 1.20
1.578333E-005	-1.20
1.586667E-005	-1.20
1.600000E-005	-1.20
1.613333E-005	-1.20
1.626667E-005	-1.20
1.631667E-005	 1.20
1.640000E-005	 1.20
1.645000E-005	-1.20
1.654583E-005	-1.20
1.657083E-005	 0.00
1.666667E-005	 0.00
1.681250E-005	 0.00
1.683750E-005	-1.20
1.693333E-005	-1.20
1.698333E-005	 1.20
1.706667E-005	 1.20
1.720000E-005	 1.20
1.733333E-005	 1.20
1.746667E-005	 1.20
1.751667E-005	-1.20
1.760000E-005	-1.20
1.765000E-005	 1.20
1.773333E-005	 1.20
1.778333E-005	-1.20
1.786667E-005	-1.20
1.801250E-005	-1.20
1.803750E-005	 0.00
1.814583E-005	 0.00
1.817083E-005	 1.20
1.827917E-005	 1.20
1.830417E-005	 0.00
1.840000E-005	 0.00
1.854583E-005	 0.00
1.857083E-005	-1.20
1.866667E-005	-1.20
1.871667E-005	 1.20
1.880000E-005	 1.20
1.885000E-005	-1.20
1.893333E-005	-1.20
1.898333E-005	 1.20
1.906667E-005	 1.20
1.911667E-005	-1.20
1.920000E-005	-1.20
1.933333E-005	-1.20
1.938333E-005	 1.20
1.946667E-005	 1.20
1.951667E-005	-1.20
1.961250E-005	-1.20
1.963750E-005	 0.00
1.974583E-005	 0.00
1.977083E-005	 1.20
1.987917E-005	 1.20
1.990417E-005	 0.00
2.001250E-005	 0.00
2.003750E-005	 1.20
2.013333E-005	 1.20
2.027917E-005	 1.20
2.030417E-005	 0.00
2.041250E-005	 0.00
2.043750E-005	-1.20
