0n	0
0n	0
0.000000	-2.50
0.000150	 2.50
0.001000	 2.50
0.002000	 2.50
0.002150	-2.50
0.003000	-2.50
0.004000	-2.50
0.004150	 2.50
0.005000	 2.50
0.005150	-2.50
0.006000	-2.50
0.007000	-2.50
0.008000	-2.50
0.009000	-2.50
0.010000	-2.50
0.010150	 2.50
0.011000	 2.50
0.012000	 2.50
0.013000	 2.50
0.014000	 2.50
0.015000	 2.50
0.016000	 2.50
0.017000	 2.50
0.017150	-2.50
0.018000	-2.50
0.018150	 2.50
0.019000	 2.50
0.019150	-2.50
0.020000	-2.50
0.020150	 2.50
0.021000	 2.50
0.021150	-2.50
0.022000	-2.50
0.023000	-2.50
0.023150	 2.50
0.024000	 2.50
0.024150	-2.50
0.025000	-2.50
0.026000	-2.50
0.026150	 2.50
0.027000	 2.50
0.027150	-2.50
0.028000	-2.50
0.029000	-2.50
0.029150	 2.50
0.030000	 2.50
0.031000	 2.50
0.031150	-2.50
0.032000	-2.50
0.032150	 2.50
0.033000	 2.50
0.033150	-2.50
0.034000	-2.50
0.034150	 2.50
0.035000	 2.50
0.035150	-2.50
0.036000	-2.50
0.036150	 2.50
0.037000	 2.50
0.038000	 2.50
0.039000	 2.50
0.039150	-2.50
0.040000	-2.50
0.040150	 2.50
0.041000	 2.50
0.042000	 2.50
0.042150	-2.50
0.043000	-2.50
0.043150	 2.50
0.044000	 2.50
0.045000	 2.50
0.045150	-2.50
0.046000	-2.50
0.046150	 2.50
0.047000	 2.50
0.048000	 2.50
0.049000	 2.50
0.049150	-2.50
0.050000	-2.50
0.050150	 2.50
0.051000	 2.50
0.051150	-2.50
0.052000	-2.50
0.053000	-2.50
0.053150	 2.50
0.054000	 2.50
0.055000	 2.50
0.056000	 2.50
0.057000	 2.50
0.058000	 2.50
0.059000	 2.50
0.059150	-2.50
0.060000	-2.50
0.061000	-2.50
0.061150	 2.50
0.062000	 2.50
0.062150	-2.50
0.063000	-2.50
0.064000	-2.50
0.065000	-2.50
0.066000	-2.50
0.067000	-2.50
0.068000	-2.50
0.069000	-2.50
0.070000	-2.50
0.070150	 2.50
0.071000	 2.50
0.072000	 2.50
0.072150	-2.50
0.073000	-2.50
0.073150	 2.50
0.074000	 2.50
0.074150	-2.50
0.075000	-2.50
0.076000	-2.50
0.077000	-2.50
0.077150	 2.50
0.078000	 2.50
0.079000	 2.50
0.079150	-2.50
0.080000	-2.50
0.080150	 2.50
0.081000	 2.50
0.082000	 2.50
0.082150	-2.50
